City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather Description
327,Mackenzie,CA,55.2999,-123.1698,64.62,22,0,8.05,clear sky
328,Karratha,AU,-20.7377,116.8463,72.79,77,100,6.87,overcast clouds
329,Lithakia,GR,37.7167,20.8333,58.37,94,40,0.0,scattered clouds
330,Fayaoue,NC,-20.65,166.5333,78.91,83,11,16.42,few clouds
331,Saint Anthony,US,45.0205,-93.218,52.66,59,100,3.44,overcast clouds
332,Maniitsoq,GL,65.4167,-52.9,32.0,98,100,32.57,snow
333,Graham,US,47.0529,-122.2943,65.32,54,0,11.5,clear sky
334,Hauterive,FR,46.0901,3.4459,68.76,90,84,4.09,light rain
335,Nanortalik,GL,60.1432,-45.2371,34.84,89,83,11.79,light snow
336,Mehendiganj,BD,22.8167,90.5333,88.29,62,10,3.65,clear sky
337,Westport,US,41.1415,-73.3579,72.48,91,20,6.91,few clouds
338,San Mateo,US,37.4499,-122.3511,63.68,72,0,27.63,mist
339,Rostovka,RU,55.3842,71.8891,53.47,56,16,17.54,few clouds
340,Buraydah,SA,26.326,43.975,81.05,12,0,11.95,clear sky
341,Dolores,AR,-36.3132,-57.6792,48.58,82,86,7.83,overcast clouds
342,Qaqortoq,GL,60.7167,-46.0333,34.36,87,99,8.88,overcast clouds
343,Salalah,OM,17.0151,54.0924,82.49,78,20,4.61,few clouds
344,Lahij,YE,13.1667,44.5833,82.92,32,8,3.13,clear sky
345,Tari,NG,12.4086,4.4914,83.46,53,100,8.61,overcast clouds
346,Abu Samrah,SY,35.3029,37.1841,59.38,76,22,24.83,few clouds
347,Karaton,ID,-6.3424,106.1045,84.09,67,98,3.56,overcast clouds
348,Rawson,AR,-43.3002,-65.1023,45.9,58,6,15.48,clear sky
349,Mayo,US,38.8876,-76.5119,72.01,94,40,5.75,scattered clouds
350,Ibia,BR,-19.4783,-46.5389,60.26,72,0,2.04,clear sky
351,Iracoubo,GF,5.4802,-53.2011,75.81,89,99,3.94,overcast clouds
352,Baykit,RU,61.67,96.37,68.4,39,4,3.24,clear sky
353,Boende,CD,-0.2167,20.8667,71.13,95,62,2.37,broken clouds
354,Marawi,PH,7.9986,124.2928,80.49,68,96,2.37,overcast clouds
355,Solnechnyy,RU,50.7214,136.6319,56.14,48,100,6.78,overcast clouds
356,Ottumwa,US,41.02,-92.4113,57.74,44,0,6.91,clear sky
357,Langenburg,DE,49.2544,9.8458,59.68,88,92,6.91,overcast clouds
358,Jurbise,BE,50.5332,3.9108,60.67,92,75,3.44,broken clouds
359,Udaipura,IN,23.0833,78.5,89.35,50,0,14.63,clear sky
360,Brighton,GB,50.8284,-0.1395,57.22,91,100,1.99,overcast clouds
361,Chimore,BO,-16.9833,-65.1333,64.9,94,57,1.63,broken clouds
362,Yenagoa,NG,4.9247,6.2642,74.61,94,100,3.22,overcast clouds
363,Pitimbu,BR,-7.4706,-34.8086,73.99,87,35,13.2,scattered clouds
364,Yumbe,UG,3.4651,31.2469,64.81,94,81,1.9,broken clouds
365,Dingalan,PH,15.3897,121.3929,85.1,69,77,3.65,broken clouds
366,Tokoroa,NZ,-38.2333,175.8667,56.95,75,19,4.0,few clouds
367,Tommot,RU,58.9564,126.2925,55.63,62,74,4.79,light rain
368,Tobol,KZ,52.6844,62.5794,53.44,86,100,20.11,light rain
369,Rio Tercero,AR,-32.173,-64.1141,54.45,58,79,8.14,broken clouds
370,Chenghai,CN,23.4632,116.768,78.71,69,75,4.47,broken clouds
371,Verkhnyaya Inta,RU,65.9811,60.3094,37.11,88,100,22.64,light rain
372,Talnakh,RU,69.4865,88.3972,33.21,99,100,5.53,overcast clouds
373,Tuatapere,NZ,-46.1333,167.6833,52.74,69,42,11.7,scattered clouds
374,Kargasok,RU,59.0556,80.8572,55.26,64,85,16.26,overcast clouds
375,Itarema,BR,-2.9248,-39.9167,75.06,87,8,7.99,clear sky
376,Mekhe,SN,15.1097,-16.6218,67.14,91,55,8.75,broken clouds
377,Ulmu,RO,44.95,27.3167,58.19,66,98,5.26,overcast clouds
378,Ardatov,RU,55.2421,43.097,33.39,73,96,7.72,overcast clouds
379,Antofagasta,CL,-23.65,-70.4,56.48,82,39,5.68,scattered clouds
380,Sur,OM,22.5667,59.5289,91.76,46,4,4.03,clear sky
381,Troitsko-Pechorsk,RU,62.7084,56.1964,33.49,99,100,5.57,overcast clouds
382,Esil,KZ,51.9556,66.4042,51.13,66,100,24.11,overcast clouds
383,Aksaray,TR,38.3726,34.0254,53.47,75,75,5.5,light rain
384,Quang Ngai,VN,15.1167,108.8,89.19,58,97,0.94,light rain
385,Arona,ES,28.0996,-16.681,62.13,71,20,6.91,few clouds
386,Cartagena,CO,10.3997,-75.5144,82.02,83,20,9.22,few clouds
387,Merauke,ID,-8.4667,140.3333,87.28,61,27,7.74,scattered clouds
388,Kashan,IR,33.9831,51.4364,76.08,14,0,2.46,clear sky
389,Huarmey,PE,-10.0681,-78.1522,64.53,89,3,6.78,clear sky
390,Khakhea,BW,-24.6895,23.494,48.94,69,1,7.02,clear sky
391,San Patricio,US,28.017,-97.5169,79.84,81,33,7.7,scattered clouds
392,Rottingdean,GB,50.8098,-0.0594,57.09,91,100,1.99,light rain
393,Paripiranga,BR,-10.6875,-37.8617,64.38,95,9,4.59,clear sky
394,Chapais,CA,49.7834,-74.8492,33.58,96,44,4.7,scattered clouds
395,Olafsvik,IS,64.8945,-23.7142,40.95,71,0,12.97,clear sky
396,San Carlos De Bariloche,AR,-41.1456,-71.3082,35.35,75,40,20.71,scattered clouds
397,Khorinsk,RU,52.1657,109.7726,63.54,29,65,12.64,broken clouds
398,Iida,JP,35.5197,137.8207,77.04,28,2,1.99,clear sky
399,Manokwari,ID,-0.8667,134.0833,84.4,70,64,9.86,broken clouds
400,Husavik,IS,66.0449,-17.3389,37.63,98,100,6.91,overcast clouds
401,San Borja,BO,-14.8167,-66.85,65.17,98,43,2.06,scattered clouds
402,Zlobin,HR,45.2924,14.6541,60.1,88,40,4.61,scattered clouds
403,Huilong,CN,31.8111,121.655,76.93,61,64,15.48,broken clouds
404,Batemans Bay,AU,-35.7167,150.1833,58.1,67,91,4.38,light rain
405,Naze,JP,28.3667,129.4833,74.32,67,100,4.43,overcast clouds
406,Tura,IN,25.5198,90.2201,82.02,70,4,4.54,clear sky
407,Narok,KE,-1.0783,35.8601,58.71,94,98,0.83,light rain
408,Ahuimanu,US,21.4447,-157.8378,83.91,68,75,16.11,broken clouds
409,Luganville,VU,-15.5333,167.1667,83.21,76,45,4.09,scattered clouds
410,Bacolod,PH,10.6667,122.95,87.06,64,97,4.32,overcast clouds
411,Tabou,CI,4.423,-7.3528,75.52,91,100,6.08,light rain
412,Albox,ES,37.3886,-2.1495,67.33,51,0,9.86,clear sky
413,Erenhot,CN,43.6475,111.9767,77.97,22,47,2.28,scattered clouds
414,Liku,ID,-0.7275,119.8922,79.84,84,87,4.68,overcast clouds
415,Khonsa,IN,27.0167,95.5667,77.16,63,89,3.44,overcast clouds
416,Ankara,TR,39.9199,32.8543,58.21,67,0,9.22,clear sky
417,Kyshtovka,RU,56.555,76.6271,54.64,55,12,15.3,few clouds
418,Cefalu,IT,38.0386,14.0229,68.76,45,1,3.0,clear sky
419,Marzuq,YE,14.4,46.4667,75.63,17,11,2.53,few clouds
420,Nouadhibou,MR,20.931,-17.0347,65.19,94,0,20.49,clear sky
421,Ketchikan,US,55.3422,-131.6461,48.67,93,100,12.66,light rain
422,Cajabamba,PE,-7.6167,-78.05,51.87,85,4,4.0,clear sky
423,Grenfell,AU,-33.9,148.1667,64.0,50,30,10.04,scattered clouds
424,Morondava,MG,-20.2833,44.2833,71.11,55,0,4.32,clear sky
425,Rosetta,EG,31.4044,30.4164,67.1,81,0,14.61,clear sky
426,Brigantine,US,39.4101,-74.3646,76.01,94,49,10.89,scattered clouds
427,Nairobi,KE,-1.2833,36.8167,61.97,93,51,2.17,broken clouds
428,Weihai,CN,37.5017,122.1136,75.83,48,94,5.75,overcast clouds
429,Dentsville,US,34.064,-80.9582,78.6,77,0,5.75,clear sky
430,Mbeya,TZ,-8.9,33.45,55.45,77,66,4.45,broken clouds
431,Atar,MR,20.5169,-13.0499,85.17,21,1,5.21,clear sky
432,Palaikastron,GR,35.2,26.25,66.83,63,0,7.74,clear sky
433,Ustrzyki Dolne,PL,49.4304,22.5938,43.12,100,99,2.55,overcast clouds
434,Lusambo,CD,-4.9667,23.45,67.82,98,100,0.54,light rain
435,Sabang,ID,5.8933,95.3214,83.73,74,96,20.96,overcast clouds
436,Labrea,BR,-7.2586,-64.7981,75.92,77,69,1.79,broken clouds
437,Arlit,NE,18.7369,7.3853,82.49,33,97,6.78,overcast clouds
438,Alice Springs,AU,-23.7,133.8833,72.95,32,51,10.36,broken clouds
439,Campos Altos,BR,-19.6961,-46.1714,51.67,66,0,1.97,clear sky
440,Praia,CV,14.9215,-23.5087,70.34,73,40,6.91,scattered clouds
441,Half Moon Bay,US,37.4636,-122.4286,67.05,72,0,27.63,mist
442,Quanzhou,CN,24.9139,118.5858,72.45,82,100,3.27,overcast clouds
443,Bogorodskoye,RU,56.55,37.8833,33.89,74,89,6.38,overcast clouds
444,Kudahuvadhoo,MV,2.6708,72.8944,83.3,73,98,12.33,overcast clouds
445,Balkanabat,TM,39.5108,54.3671,76.35,22,71,9.26,broken clouds
446,Yakeshi,CN,49.2833,120.7333,70.59,30,48,24.52,scattered clouds
447,Sungairaya,ID,0.7,108.9,88.3,63,26,3.24,scattered clouds
448,Hamilton,US,39.1834,-84.5333,61.65,70,40,6.91,scattered clouds
449,Nacala,MZ,-14.5428,40.6728,69.01,96,12,4.07,few clouds
450,Harper,LR,4.375,-7.7169,76.35,88,100,6.69,overcast clouds
451,Port-Gentil,GA,-0.7193,8.7815,77.49,79,81,15.77,broken clouds
452,Olinda,BR,-8.0089,-34.8553,76.73,83,40,9.22,scattered clouds
453,Elat,IL,29.5581,34.9482,73.24,43,0,5.75,clear sky
454,Viedma,AR,-40.8135,-62.9967,47.89,84,30,8.95,scattered clouds
455,Gold Coast,AU,-28.0,153.4333,71.46,91,100,16.15,overcast clouds
456,Nome,US,64.5011,-165.4064,67.15,57,0,9.22,clear sky
457,Pacific Grove,US,36.6177,-121.9166,59.81,82,20,11.5,few clouds
458,Ostrovnoy,RU,68.0531,39.5131,31.06,72,63,13.53,broken clouds
459,Ouahigouya,BF,13.5828,-2.4216,84.16,50,100,7.65,light rain
460,Te Anau,NZ,-45.4167,167.7167,51.19,65,5,4.25,clear sky
461,Port Hardy,CA,50.6996,-127.4199,53.78,71,100,9.22,overcast clouds
462,Kloulklubed,PW,7.0419,134.2556,82.9,70,100,10.65,overcast clouds
463,Ceres,US,37.5949,-120.9577,82.72,32,0,13.8,clear sky
464,Alanya,TR,36.5438,31.9998,59.13,67,4,4.97,clear sky
465,Santa Cruz,BO,-17.8,-63.1667,65.66,88,40,3.44,scattered clouds
466,Mezen,RU,65.8522,44.24,31.75,73,100,17.47,overcast clouds
467,Bonavista,CA,48.6499,-53.1147,48.92,88,99,15.7,overcast clouds
468,El Cobre,CU,20.0489,-75.9469,78.24,89,40,3.44,scattered clouds
469,Aksarka,RU,66.5606,67.7975,37.69,83,100,26.53,overcast clouds
470,Constitucion,CL,-35.3333,-72.4167,51.46,93,100,10.74,overcast clouds
471,Sistranda,NO,63.7256,8.834,51.76,84,100,8.21,light rain
472,Burnie,AU,-41.0667,145.9167,58.95,57,10,3.33,clear sky
473,Mount Gambier,AU,-37.8333,140.7667,64.56,46,2,4.61,clear sky
474,Kargil,IN,34.5667,76.1,42.12,50,77,5.95,broken clouds
475,Lata,PT,40.1629,-8.3327,61.07,96,100,3.4,overcast clouds
476,Izumo,JP,35.3667,132.7667,76.89,41,20,8.05,few clouds
477,Tual,ID,-5.6667,132.75,83.44,76,20,15.86,few clouds
478,Comodoro Rivadavia,AR,-45.8667,-67.5,44.46,49,0,10.36,clear sky
479,Tahta,EG,26.7693,31.5021,69.12,32,0,7.16,clear sky
480,Bilma,NE,18.6853,12.9164,82.92,13,58,3.38,broken clouds
481,Vestmannaeyjar,IS,63.4427,-20.2734,48.56,84,2,8.52,clear sky
482,Daugai,LT,54.3667,24.3333,45.54,87,100,3.49,overcast clouds
483,Saint-Leu,RE,-21.15,55.2833,68.83,69,42,4.32,scattered clouds
484,Katsuura,JP,35.1333,140.3,65.97,80,60,18.5,broken clouds
485,Anadyr,RU,64.75,177.4833,55.9,54,0,13.42,clear sky
486,Normandin,CA,48.8333,-72.5321,37.71,87,95,6.91,overcast clouds
487,Tuensang,IN,26.2833,94.8333,80.42,57,62,2.59,broken clouds
488,Duki,PK,30.1541,68.5728,80.67,7,0,13.98,clear sky
489,Kalabo,ZM,-14.97,22.6814,47.25,45,0,6.35,clear sky
490,Haines Junction,CA,60.7522,-137.5108,55.35,26,100,11.5,overcast clouds
491,Namatanai,PG,-3.6667,152.4333,85.46,63,46,10.25,scattered clouds
492,Paramonga,PE,-10.6667,-77.8333,64.53,87,31,6.8,scattered clouds
493,Lorengau,PG,-2.0226,147.2712,86.04,63,98,13.53,overcast clouds
494,Vazante,BR,-17.9869,-46.9078,58.21,72,0,2.8,clear sky
495,Sao Filipe,CV,14.8961,-24.4956,71.19,73,10,6.42,clear sky
496,Parasia,IN,22.2,78.7667,83.16,55,0,15.05,clear sky
497,Lagoa,PT,39.05,-27.9833,61.5,89,100,13.27,light rain
498,Kismayo,SO,-0.3582,42.5454,79.61,85,67,14.25,broken clouds
499,Boditi,ET,6.9667,37.8667,55.74,90,39,0.92,scattered clouds
500,Makinsk,KZ,52.6292,70.4169,54.28,42,82,19.48,broken clouds
501,Phan Thiet,VN,10.9333,108.1,83.17,71,100,11.77,overcast clouds
502,Jodar,ES,37.8406,-3.3526,61.48,84,5,3.11,clear sky
503,Jishou,CN,28.3167,109.7167,74.66,70,100,1.97,overcast clouds
504,Channel-Port Aux Basques,CA,47.5702,-59.1367,46.49,98,97,17.36,overcast clouds
505,Nemuro,JP,43.3236,145.575,46.02,92,100,16.26,overcast clouds
506,Canyon Lake,US,29.8752,-98.2625,77.18,73,23,8.99,few clouds
507,Kaseda,JP,31.4167,130.3167,71.51,69,100,7.61,moderate rain
508,Neiafu,TO,-18.65,-173.9833,83.08,78,40,8.05,scattered clouds
509,Daru,PG,-9.0763,143.2092,84.99,68,34,12.48,scattered clouds
510,Kotovo,RU,50.3211,44.8012,44.74,96,100,7.47,overcast clouds
511,Auki,SB,-8.7676,160.7034,84.76,70,27,1.81,scattered clouds
512,Murgab,TM,37.4966,61.9714,62.47,55,0,9.22,clear sky
513,Barra Dos Coqueiros,BR,-10.9089,-37.0386,75.22,83,75,8.05,broken clouds
514,Nouakchott,MR,18.0858,-15.9785,64.33,92,0,16.04,clear sky
515,Puerto Del Rosario,ES,28.5004,-13.8627,67.75,77,75,18.41,broken clouds
516,Eenhana,NA,-17.4667,16.3333,45.88,39,0,7.09,clear sky
517,Xining,CN,36.6167,101.7667,64.85,44,89,5.44,overcast clouds
518,Zheleznodorozhnyy,RU,55.7503,38.0042,37.81,66,90,7.74,overcast clouds
519,Ankola,IN,14.6667,74.3,82.49,82,97,2.73,overcast clouds
520,Aksu,CN,41.1231,80.2644,82.36,15,100,9.66,overcast clouds
521,Kysyl-Syr,RU,63.8986,122.7617,60.21,34,41,6.02,scattered clouds
522,Valea Dragului,RO,44.2122,26.3036,60.42,80,86,7.45,overcast clouds
523,Kupang,ID,-10.1667,123.5833,87.57,55,70,13.73,broken clouds
524,Kolomak,UA,49.8399,35.3044,45.77,93,98,8.1,overcast clouds
525,Guanica,PR,17.9716,-66.908,79.05,86,37,4.18,scattered clouds
526,Baruun-Urt,MN,46.6806,113.2792,75.61,19,20,12.21,few clouds
527,Fukue,JP,32.6881,128.8419,71.96,73,0,2.3,clear sky
528,Tazovskiy,RU,67.4667,78.7,42.3,82,69,20.11,broken clouds
529,Beppu,JP,33.2736,131.4919,71.28,52,100,3.18,overcast clouds
530,Thinadhoo,MV,0.5333,72.9333,83.55,74,100,10.87,overcast clouds
531,Berezna,UA,51.5716,31.7846,42.13,88,81,6.35,broken clouds
532,Rio Gallegos,AR,-51.6226,-69.2181,32.05,74,40,9.22,scattered clouds
533,Vieux-Habitants,GP,16.0589,-61.7659,76.57,76,99,11.27,overcast clouds
534,Nagato,JP,34.3833,131.2,79.2,65,100,5.12,overcast clouds
535,Rundu,NA,-17.9333,19.7667,43.65,56,0,4.63,clear sky
536,Rangapara,IN,26.8167,92.65,80.58,74,87,6.93,overcast clouds
537,College,US,64.8569,-147.8028,64.58,29,20,18.41,few clouds
538,Miguel Hidalgo,MX,19.4225,-99.2028,69.21,37,75,9.22,broken clouds
539,Moerai,PF,-22.4333,-151.3333,79.05,65,22,4.61,few clouds
540,Zaysan,KZ,47.4667,84.8667,66.25,52,99,8.66,overcast clouds
541,Registro,BR,-24.4875,-47.8436,56.48,99,61,1.16,broken clouds
542,Carlsbad,US,33.1581,-117.3506,62.64,84,100,6.91,overcast clouds
543,Sarangani,PH,5.4033,125.4636,83.05,72,100,1.72,overcast clouds
544,San Quintin,MX,30.4833,-115.95,60.12,85,0,10.51,clear sky
545,La Palma,US,33.8464,-118.0467,67.95,75,0,6.91,clear sky
546,Moroni,KM,-11.7022,43.2551,78.89,79,100,0.31,overcast clouds
547,Sambava,MG,-14.2667,50.1667,73.69,79,98,10.98,light rain
548,Yevlax,AZ,40.6089,47.1492,58.98,88,0,4.61,clear sky
549,Chumikan,RU,54.7183,135.315,33.46,93,100,11.59,light snow
550,Moctezuma,MX,29.8,-109.6667,78.91,17,0,9.84,clear sky
551,Vyartsilya,RU,62.1764,30.693,38.79,57,80,3.91,broken clouds
552,Manono,CD,-7.3,27.4167,69.01,75,100,1.39,overcast clouds
553,Anloga,GH,5.7947,0.8973,78.75,80,99,6.17,overcast clouds
554,Hakkari,TR,37.5833,44.1667,51.58,76,75,11.5,light intensity shower rain
555,Turan,VN,16.0678,108.2208,93.18,52,20,1.14,few clouds
556,Port Hedland,AU,-20.3167,118.5667,84.25,65,75,9.22,broken clouds
557,Mamakan,RU,57.8161,114.0028,57.81,65,99,1.28,overcast clouds
558,Puri,IN,19.8,85.85,82.92,75,63,12.5,heavy intensity rain
559,Robertsport,LR,6.7533,-11.3686,77.16,88,100,10.31,moderate rain
560,Sorong,ID,-0.8833,131.25,83.53,69,51,4.92,broken clouds
561,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.53,72,20,6.49,few clouds
562,Maldonado,UY,-34.6667,-54.9167,54.23,87,27,5.91,scattered clouds
563,Bratsk,RU,56.1325,101.6142,54.09,55,2,4.81,clear sky
564,Matane,CA,48.8286,-67.522,47.32,98,100,16.35,overcast clouds
565,Estelle,US,29.8458,-90.1067,78.01,79,100,3.44,overcast clouds
566,Kutum,SD,14.2,24.6667,71.24,22,10,7.07,clear sky
567,Axim,GH,4.8699,-2.2405,74.84,89,97,5.5,overcast clouds
568,Faya,SA,18.3851,42.4509,66.31,30,1,2.59,clear sky
569,Prince Albert,CA,53.2001,-105.7677,57.15,26,100,9.22,overcast clouds
570,Venice,US,27.0998,-82.4543,83.14,90,100,1.01,mist
571,Izmalkovo,RU,52.6887,37.964,36.34,81,1,8.75,clear sky
572,Eyl,SO,7.9803,49.8164,82.15,67,76,17.85,broken clouds
573,Cap-Aux-Meules,CA,47.3821,-61.8597,55.45,100,100,25.32,overcast clouds
574,Rieti,IT,42.4072,12.8592,64.72,76,83,3.38,broken clouds
575,Okhotsk,RU,59.3833,143.3,37.85,86,94,8.37,overcast clouds
576,Senanga,ZM,-16.1167,23.2667,45.91,56,0,5.73,clear sky
577,Nantucket,US,41.2835,-70.0995,62.74,94,100,12.66,fog
578,Ronne,DK,55.1009,14.7066,42.71,100,54,2.3,broken clouds
579,Mustvee,EE,58.8486,26.9397,41.41,58,20,4.32,few clouds
580,Ulaanbaatar,MN,47.9077,106.8832,73.53,17,75,13.42,broken clouds
581,Karlskoga,SE,59.3267,14.5239,47.07,91,66,2.17,broken clouds
582,Karakol,KG,42.4907,78.3936,46.42,86,100,5.17,overcast clouds
583,Ayagoz,KZ,47.9714,80.4392,57.96,38,100,16.04,overcast clouds
584,Hearst,CA,49.6835,-83.6665,37.65,75,18,4.23,few clouds
585,Nieuw Amsterdam,SR,5.8833,-55.0833,75.36,91,100,3.09,overcast clouds
586,Severo-Yeniseyskiy,RU,60.3725,93.0408,61.39,47,0,6.35,clear sky
587,Caravelas,BR,-17.7125,-39.2481,69.01,79,58,6.08,broken clouds
588,Barh,IN,25.4833,85.7167,87.4,48,0,10.04,clear sky
589,Ambilobe,MG,-13.2,49.05,70.86,76,99,4.16,overcast clouds
590,Dunedin,NZ,-45.8742,170.5036,56.8,42,11,11.01,few clouds
591,Buenos Aires,AR,-34.6132,-58.3772,58.95,86,0,8.05,clear sky
592,Letlhakeng,BW,-24.0944,25.0298,47.19,73,0,6.98,clear sky
593,Valparaiso,CL,-33.0393,-71.6273,57.47,64,0,4.61,clear sky
594,Muli,MV,2.9167,73.5667,83.41,73,64,12.37,broken clouds
595,San Cristobal,VE,7.7669,-72.225,73.58,85,7,2.84,clear sky
596,Jiaxing,CN,30.7522,120.75,66.43,74,100,12.39,overcast clouds
597,Ormara,PK,25.2088,64.6357,87.33,40,0,9.69,clear sky
598,Fort-Shevchenko,KZ,44.5086,50.263,61.86,63,33,18.59,scattered clouds
599,Abapo,BO,-18.8333,-63.4667,55.56,93,8,2.95,clear sky
600,Aneho,TG,6.2333,1.6,76.69,86,99,4.81,overcast clouds
601,Ayr,GB,55.4627,-4.6339,50.5,87,75,5.75,broken clouds
602,Bodden Town,KY,19.2833,-81.25,82.4,82,20,10.36,haze
603,Whitehorse,CA,60.7161,-135.0538,59.77,23,75,16.11,broken clouds
604,Opuwo,NA,-18.0607,13.84,52.02,26,0,6.33,clear sky
605,Mandal,IN,25.45,74.5667,85.32,53,0,18.34,clear sky
606,Havoysund,NO,70.9963,24.6622,43.03,83,19,3.78,few clouds
607,Fairview,US,40.8126,-73.999,74.46,73,0,11.5,clear sky
608,Muroto,JP,33.2833,134.15,71.01,72,100,8.86,overcast clouds
609,Erdenet,MN,49.0333,104.0833,72.72,22,100,6.11,overcast clouds
610,Woodward,US,36.4337,-99.3904,56.32,46,0,5.75,clear sky
611,Prince Rupert,CA,54.3161,-130.3201,49.69,83,100,20.71,light rain
612,Muros,ES,42.7762,-9.0603,57.69,93,88,2.73,overcast clouds
613,Okha,RU,53.5739,142.9478,38.88,78,100,1.77,overcast clouds
614,Borgarnes,IS,64.5383,-21.9206,42.85,87,4,8.79,clear sky
615,Crotone,IT,39.0851,17.1178,72.19,71,19,1.52,few clouds
616,Isangel,VU,-19.55,169.2667,84.31,79,75,9.22,broken clouds
617,Svetlogorsk,BY,52.6333,29.7333,41.65,88,97,5.7,overcast clouds
618,Fukuma,JP,33.7667,130.4667,80.29,64,100,5.39,light rain
619,Changqing,CN,36.5575,116.7272,88.75,24,4,10.38,clear sky
620,Tarakan,ID,3.3,117.6333,78.3,89,100,4.61,overcast clouds
621,Bhum,IN,18.4667,75.6667,82.29,53,2,18.75,clear sky
622,Barraute,CA,48.4335,-77.6328,44.87,93,18,4.43,few clouds
623,Evensk,RU,61.95,159.2333,44.71,72,92,6.46,overcast clouds
624,Thunder Bay,CA,48.4001,-89.3168,40.91,81,0,2.3,clear sky
625,Nuuk,GL,64.1835,-51.7216,32.61,100,75,35.68,light snow
626,Ingham,US,42.6,-84.3833,51.42,71,0,5.75,clear sky
627,Hualmay,PE,-11.0964,-77.6139,63.93,88,31,6.96,scattered clouds
628,Buala,SB,-8.145,159.5921,85.48,68,37,4.23,scattered clouds
629,Fairbanks,US,64.8378,-147.7164,64.6,29,20,18.41,few clouds
630,Songea,TZ,-10.6833,35.65,56.79,85,25,1.63,scattered clouds
631,Cortes,ES,41.9395,-1.4396,64.45,83,2,9.33,clear sky
632,Adelanto,US,34.5828,-117.4092,70.59,41,0,12.06,clear sky
633,Kinna,SE,57.5073,12.6946,47.75,95,99,2.66,overcast clouds
634,Tulagi,SB,-9.0996,160.1476,83.14,69,10,1.79,clear sky
635,Misratah,LY,32.3754,15.0925,68.49,58,0,8.37,clear sky
636,Atherton,GB,53.5237,-2.4935,53.74,90,19,3.83,few clouds
637,Pucallpa,PE,-8.3791,-74.5539,77.04,88,40,3.44,scattered clouds
638,Imbituba,BR,-28.24,-48.6703,59.86,99,100,5.91,overcast clouds
639,Virginia Beach,US,36.8529,-75.978,80.67,71,6,1.99,clear sky
640,Verkhoyansk,RU,67.5447,133.385,50.95,58,92,8.1,light rain
641,Acarau,BR,-2.8856,-40.12,75.96,86,7,8.28,clear sky
642,Mirnyy,RU,62.5353,113.9611,66.24,29,40,7.0,scattered clouds
643,Jacareacanga,BR,-6.2222,-57.7528,72.48,79,3,1.36,clear sky
644,Grand Gaube,MU,-20.0064,57.6608,75.6,77,1,3.0,clear sky
645,Camacha,PT,33.0833,-16.3333,62.02,68,40,9.22,scattered clouds
646,Williams Lake,CA,52.1415,-122.1445,63.97,21,75,3.44,broken clouds
647,Flin Flon,CA,54.7682,-101.865,51.91,45,100,9.33,overcast clouds
648,Mae Sai,TH,20.4335,99.8762,83.16,71,55,2.37,broken clouds
649,Katobu,ID,-4.9408,122.5276,87.31,58,21,5.21,few clouds
650,Matagami,CA,49.7502,-77.6328,39.31,87,100,0.0,overcast clouds
651,General Pico,AR,-35.6566,-63.7568,56.8,56,100,7.45,overcast clouds
652,Taga,RO,46.95,24.05,54.32,87,61,4.25,broken clouds
653,Salamina,GR,37.9643,23.4965,72.97,54,20,0.0,few clouds
654,Yabelo,ET,4.8833,38.0833,57.61,84,89,3.96,light rain
655,Verkhnetulomskiy,RU,68.6073,31.7962,37.53,98,100,3.65,overcast clouds
656,Malindi,KE,-3.2175,40.1191,77.83,83,100,12.01,overcast clouds
657,Honolulu,US,21.3069,-157.8583,84.02,67,75,16.11,broken clouds
658,Llandrindod Wells,GB,52.2416,-3.3787,49.95,95,91,5.53,overcast clouds
